,Reference,IncidentID,TotalConfirmedPowercut,PowercutCategory,ElapsedTime,EstimatedTimeTillResolution,LoggedTime,NatureOfOutage,TotalPredictedPowercut,Priority,Type,CustomerStageSequence,IncidentStatus,InsertDate,UpdateDate,Reason,CustomerStageSequenceMessage,Postcode,Area,Lat,Lng,IsAffected,ID,Label,IncidentsConfigId,CustomETRMessageFlag,CustomETRMessage,CustomETRMessagePArea,ConfigStatus,IsCustomIncident,ManageCustomIncidentsId
0,INCD-384526-A,A0005de0eINCD,0,LV Restoration,0d 3:7,1900-01-01T00:00:00,2023-03-30T08:47:00Z,Localised Fault,4,3,LV,4,6,2023-03-30T08:50:40Z,2023-03-30T12:00:20Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN19 7LP,Yorkshire,53.6642,-0.339125,0,1725450,,0,False,,,False,False,0
1,INCD-384522-A,A0005de0aINCD,1,U/G LV Mains Repair (Other),0d 5:17,2023-03-30T16:00:00Z,2023-03-30T08:27:00Z,Localised Fault,11,3,LV,4,5,2023-03-30T08:30:39Z,2023-03-30T13:45:29Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,WF1  1XQ,Yorkshire,53.6822,-1.50178,1,1725357,,0,False,,,False,False,0
2,INCD-384522-A,A0005de0aINCD,1,U/G LV Mains Repair (Other),0d 5:17,2023-03-30T16:00:00Z,2023-03-30T08:27:00Z,Localised Fault,11,3,LV,4,5,2023-03-30T08:30:39Z,2023-03-30T13:45:29Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,WF1  1XJ,Yorkshire,53.6824,-1.50159,1,1725357,,0,False,,,False,False,0
3,INCD-384522-A,A0005de0aINCD,1,U/G LV Mains Repair (Other),0d 5:17,2023-03-30T16:00:00Z,2023-03-30T08:27:00Z,Localised Fault,11,3,LV,4,5,2023-03-30T08:30:39Z,2023-03-30T13:45:29Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,WF1  2TE,Yorkshire,53.6824,-1.50289,1,1725357,,0,False,,,False,False,0
4,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EG,Yorkshire,53.7107,-1.6712,0,1725312,,0,False,,,False,False,0
5,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EH,Yorkshire,53.7116,-1.67113,0,1725312,,0,False,,,False,False,0
6,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EJ,Yorkshire,53.7118,-1.66966,0,1725312,,0,False,,,False,False,0
7,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9ED,Yorkshire,53.71,-1.67098,0,1725312,,0,False,,,False,False,0
8,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EY,Yorkshire,53.7126,-1.67253,0,1725312,,0,False,,,False,False,0
9,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EN,Yorkshire,53.7114,-1.67157,0,1725312,,0,False,,,False,False,0
10,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9ES,Yorkshire,53.711,-1.67221,0,1725312,,0,False,,,False,False,0
11,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EF,Yorkshire,53.71,-1.67057,0,1725312,,0,False,,,False,False,0
12,INCD-28701-B,B0000701dINCD,13,Safety Interruption,0d 3:32,2023-03-30T13:00:00Z,2023-03-30T08:17:00Z,Localised Fault,0,3,LV,3,6,2023-03-30T08:20:31Z,2023-03-30T11:55:13Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our engineers are currently travelling to the area,WF16 9EQ,Yorkshire,53.7113,-1.67142,0,1725312,,0,False,,,False,False,0
13,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2AT,North East,54.7652,-1.34358,0,1723838,,0,False,,,False,False,0
14,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2AX,North East,54.7655,-1.34581,0,1723838,,0,False,,,False,False,0
15,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2BE,North East,54.7654,-1.34437,0,1723838,,0,False,,,False,False,0
16,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2AS,North East,54.7644,-1.34297,0,1723838,,0,False,,,False,False,0
17,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2DY,North East,54.7664,-1.34352,0,1723838,,0,False,,,False,False,0
18,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2AU,North East,54.7663,-1.34429,0,1723838,,0,False,,,False,False,0
19,INCD-384505-A,A0005ddf9INCD,30,U/G LV Mains Repair (Other),0d 10:25,2023-03-30T13:15:00Z,2023-03-30T02:34:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T02:50:56Z,2023-03-30T13:05:03Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,SR8  2AY,North East,54.7641,-1.34635,0,1723838,,0,False,,,False,False,0
20,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1HL,Yorkshire,53.7493,-0.31795,0,1723432,,0,False,,,False,False,0
21,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1ER,Yorkshire,53.749,-0.320177,0,1723432,,0,False,,,False,False,0
22,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1JQ,Yorkshire,53.7499,-0.317624,0,1723432,,0,False,,,False,False,0
23,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1TL,Yorkshire,53.7412,-0.324143,0,1723432,,0,False,,,False,False,0
24,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1ED,Yorkshire,53.7493,-0.320196,0,1723432,,0,False,,,False,False,0
25,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1EP,Yorkshire,53.7484,-0.318852,0,1723432,,0,False,,,False,False,0
26,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1EA,Yorkshire,53.7506,-0.318248,0,1723432,,0,False,,,False,False,0
27,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1EQ,Yorkshire,53.7494,-0.319298,0,1723432,,0,False,,,False,False,0
28,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1JB,Yorkshire,53.7503,-0.3177,0,1723432,,0,False,,,False,False,0
29,INCD-384496-A,A0005ddf0INCD,33,U/G LV Mains Repair (Other),0d 11:35,2023-03-30T12:00:00Z,2023-03-30T01:00:00Z,Localised Fault,0,3,LV,7,6,2023-03-30T01:20:28Z,2023-03-30T12:40:15Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",We have restored power to some of the customers affected and continue to work to restore supply to the remaining customers,HU9  1EF,Yorkshire,53.749,-0.320755,0,1723432,,0,False,,,False,False,0
30,INCD-384491-A,A0005ddebINCD,25,Safety Interruption,0d 14:15,2023-03-30T14:40:00Z,2023-03-29T23:29:00Z,Localised Fault,24,2,LV,5,5,2023-03-29T23:50:38Z,2023-03-30T13:45:31Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our team are working hard to restore your power as quickly as possible,WF10 3QA,Yorkshire,53.714,-1.31464,1,1723035,,0,False,,,False,False,0
31,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2LY,Yorkshire,53.4785,-0.830791,1,1477800,,0,False,,,False,False,0
32,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2NA,Yorkshire,53.4807,-0.831829,1,1477800,,0,False,,,False,False,0
33,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2WU,Yorkshire,53.4896,-0.839997,1,1477800,,0,False,,,False,False,0
34,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2NJ,Yorkshire,53.4773,-0.839397,1,1477800,,0,False,,,False,False,0
35,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2NH,Yorkshire,53.4742,-0.839709,1,1477800,,0,False,,,False,False,0
36,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2NR,Yorkshire,53.4643,-0.857016,1,1477800,,0,False,,,False,False,0
37,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2NG,Yorkshire,53.4799,-0.839162,1,1477800,,0,False,,,False,False,0
38,INCD-366575-A,A000597efINCD,0,O/H HV Mains Repair,58d 2:33,1900-01-01T00:00:00,2023-01-31T10:11:00Z,Large Area Fault,176,1,HV_N,4,5,2023-01-31T10:16:21Z,2023-03-30T13:45:42Z,"The power cut affecting your property has been caused by an unexpected problem with the cables or equipment that serve your area. If you need to report an emergency, please call 105",Our team are working hard to restore your power as quickly as possible,DN9  2ND,Yorkshire,53.484,-0.835614,1,1477800,,0,False,,,False,False,0
39,INCD-384491-A,A0005ddebINCD,25,Safety Interruption,0d 14:15,2023-03-30T14:40:00Z,2023-03-29T23:29:00Z,Localised Fault,24,2,LV,5,5,2023-03-29T23:50:38Z,2023-03-30T13:45:31Z,We've had to switch off the power for safety purposes whilst our engineers work on the cables and equipment that serves your area. We appreciate your patience and understanding,Our team are working hard to restore your power as quickly as possible,WF10 3HX,Yorkshire,53.7166,-1.31782,1,1723035,,0,False,,,False,False,0
